chr	start_pos	end_pos	value
chr3	3107101	3107102	1.75
chr3	3122910	3122911	1.612197222702993
chr3	3127335	3127336	1.9591479170272446
chr3	3173148	3173149	1.0
chr3	3221736	3221737	1.6893917467430877
chr3	3246278	3246279	1.0
chr3	3246306	3246307	1.9182958340544896
chr3	3264058	3264059	0.9182958340544896
chr3	3264059	3264060	0.9910760598382222
chr3	3264080	3264081	1.9347154954246264
chr3	3300316	3300317	1.0
chr3	3388892	3388893	1.5
chr3	3392589	3392590	1.547897627500467
chr3	3392590	3392591	1.0862293462325945
chr3	3392593	3392594	1.5307715010656429
chr3	3392599	3392600	1.7201349978543425
chr3	3405924	3405925	1.0
chr3	3406230	3406231	1.9282823810654772
chr3	3406261	3406262	0.9709505944546686
chr3	3406267	3406268	0.9709505944546686
chr3	3406268	3406269	0.9709505944546686
chr3	3406387	3406388	1.0
chr3	3408988	3408989	1.6854752972273346
chr3	3409230	3409231	0.9917601481809735
chr3	3409518	3409519	1.0
chr3	3409566	3409567	2.0
chr3	3409789	3409790	1.4056390622295662
chr3	3409790	3409791	1.667054278117316
chr3	3440442	3440443	0.8112781244591328
chr3	3441918	3441919	1.4854752972273344
chr3	3455005	3455006	1.0
chr3	3494930	3494931	0.8112781244591328
chr3	3494950	3494951	1.2964953216324906
chr3	3494957	3494958	0.9826788269999998
chr3	3494966	3494967	1.2025791580238565
chr3	3564305	3564306	1.7924812503605778
chr3	3597505	3597506	1.0
chr3	3614501	3614502	1.0
chr3	3614509	3614510	2.0
chr3	3631025	3631026	1.0
chr3	3637819	3637820	1.4591479170272448
chr3	3650258	3650259	1.384431504340598
chr3	3675692	3675693	1.875
chr3	3686867	3686868	1.5
chr3	3688201	3688202	0.9182958340544896
chr3	3702145	3702146	1.0
chr3	3723522	3723523	1.0
chr3	3739362	3739363	1.0
chr3	3795851	3795852	1.6258145836939115
chr3	3800807	3800808	1.0
chr3	3841095	3841096	1.2987949406953985
chr3	3845570	3845571	1.0
chr3	3857003	3857004	1.0
chr3	3857163	3857164	0.9283620723948678
chr3	3857164	3857165	1.300440281380493
chr3	3857166	3857167	1.0787567255398907
chr3	3857174	3857175	0.9918207974218424
chr3	3857246	3857247	0.834031834340651
chr3	3857250	3857251	1.0466514270005376
chr3	3857308	3857309	1.2537542468017429
chr3	3857314	3857315	2.1112070488668455
chr3	3857316	3857317	0.904381457724494
chr3	3857323	3857324	1.3300572396185038
chr3	3857329	3857330	1.4301875879141062
chr3	3857355	3857356	0.8168819163900245
chr3	3857362	3857363	1.2323923629780869
