chr3	3494933	63
chr3	3494934	63
chr3	3494935	63
chr3	3494936	63
chr3	3494937	63
chr3	3494938	63
chr3	3494939	63
chr3	3494940	63
chr3	3494941	63
chr3	3494942	63
chr3	3494943	63
chr3	3494944	63
chr3	3494945	63
chr3	3494946	63
chr3	3494947	64
chr3	3494948	64
chr3	3494949	64
chr3	3494950	64
chr3	3494951	56
chr3	3494952	64
chr3	3494953	64
chr3	3494954	56
chr3	3494955	56
chr3	3494956	56
chr3	3494957	56
chr3	3494959	50
chr3	3494960	50
chr3	3494961	50
chr3	3494962	50
chr3	3494963	50
chr3	3494964	50
chr3	3494965	50
chr3	3857237	387
chr3	3857238	400
chr3	3857239	426
chr3	3857240	426
chr3	3857241	426
chr3	3857242	426
chr3	3857243	426
chr3	3857244	429
chr3	3857245	426
chr3	3857246	721
chr3	3857247	748
chr3	3857248	797
chr3	3857249	808
chr3	3857250	800
chr3	3857251	838
chr3	3857252	809
chr3	3857253	792
chr3	3857254	852
chr3	3857255	852
chr3	3857256	852
chr3	3857257	852
chr3	3857258	852
chr3	3857259	852
chr3	3857260	852
chr3	3857261	852
chr3	3857262	856
chr3	3857263	854
chr3	3857264	861
chr3	3857265	858
chr3	3857266	832
chr3	3857267	835
chr3	3857268	827
chr3	3857269	822
chr3	3857270	803
chr3	3857271	730
chr3	3857272	563
chr3	3857273	323
chr3	3857274	323
chr3	3857275	323
chr3	3857276	322
chr3	3857277	326
chr3	3857278	326
chr3	3857279	326
chr3	3857280	326
chr3	3857281	326
chr3	3857282	326
chr3	3857283	326
chr3	3857284	326
chr3	3857285	301
chr3	3857286	292
chr3	3857287	272
chr3	3857288	272
chr3	3857289	259
chr3	3857290	272
chr3	3857291	263
chr3	3857292	242
chr3	3857293	127
chr3	3857294	127
chr3	3857295	127
chr3	3857296	127
chr3	3857297	118
chr3	3857298	110
chr3	3857299	110
chr3	3857300	110
chr3	3857301	110
chr3	3857302	110
chr3	3857303	110
chr3	3857304	110
chr3	3857305	110
chr3	3857306	110
chr3	3857307	81
chr3	3857308	67
chr3	3857309	67
chr3	3857310	67
chr3	3857311	67
chr3	3857312	66
chr3	3857313	65
chr3	3857314	54
chr3	3857323	58
chr3	3857324	58
chr3	3857325	58
chr3	3857326	77
chr3	3857327	77
chr3	3857328	77
chr3	3857329	90
chr3	3857330	90
chr3	3857331	97
chr3	3857332	121
chr3	3857333	121
chr3	3857334	121
chr3	3857335	121
chr3	3857336	121
chr3	3857337	121
chr3	3857338	121
chr3	3857339	121
chr3	3857340	121
chr3	3857341	128
chr3	3857342	146
chr3	3857343	143
chr3	3857344	127
chr3	3857345	129
chr3	3857346	166
chr3	3857347	169
chr3	3857348	169
chr3	3857349	169
chr3	3857350	169
chr3	3857351	169
chr3	3857352	169
chr3	3857353	147
chr3	3857354	163
chr3	3857355	207
chr3	3857356	207
chr3	3857357	204
