chr	start_pos	end_pos	value
chr5	3063186	3063187	0.9182958340544896
chr5	3063835	3063836	1.0
chr5	3064552	3064553	1.0
chr5	3067409	3067410	1.0
chr5	3069516	3069517	1.0
chr5	3073094	3073095	1.75
chr5	3074418	3074419	1.0
chr5	3076738	3076739	1.0
chr5	3140529	3140530	1.2638091738835462
chr5	3142516	3142517	1.0
chr5	3191837	3191838	2.0
chr5	3276573	3276574	1.0
chr5	3286399	3286400	1.0
chr5	3286419	3286420	1.0
chr5	3286422	3286423	0.8112781244591328
chr5	3286431	3286432	1.0
chr5	3286432	3286433	1.0
chr5	3286434	3286435	1.5
chr5	3286436	3286437	0.9182958340544896
chr5	3286437	3286438	0.9182958340544896
chr5	3286443	3286444	1.0
chr5	3286466	3286467	0.9886994082884974
chr5	3286475	3286476	1.75
chr5	3286493	3286494	0.9957274520849256
chr5	3286536	3286537	1.0
chr5	3286548	3286549	1.6135197342325187
chr5	3286579	3286580	0.9182958340544896
chr5	3286590	3286591	1.2366407419411674
chr5	3286617	3286618	1.0
chr5	3286627	3286628	0.9800916206320922
chr5	3286636	3286637	1.441961140653231
chr5	3286637	3286638	1.1274043554791826
chr5	3286668	3286669	0.8394026583285918
chr5	3286692	3286693	1.069763728721456
chr5	3286704	3286705	1.0
chr5	3286729	3286730	1.0
chr5	3286734	3286735	0.9852281360342516
chr5	3286743	3286744	1.6644977792004616
chr5	3286757	3286758	1.0
chr5	3286763	3286764	0.9182958340544896
chr5	3286767	3286768	0.9042326000115628
chr5	3286811	3286812	0.8339337320398361
chr5	3286812	3286813	1.3432446489036438
chr5	3286870	3286871	0.9182958340544896
chr5	3286876	3286877	1.0
chr5	3286883	3286884	0.9182958340544896
chr5	3315315	3315316	1.4591479170272448
chr5	3326406	3326407	1.0
chr5	3369560	3369561	1.0
chr5	3370663	3370664	1.0
chr5	3391532	3391533	1.7043968622465813
chr5	3391567	3391568	0.9852281360342516
chr5	3391704	3391705	1.7924812503605778
chr5	3392503	3392504	1.0
chr5	3393076	3393077	1.7295739585136223
chr5	3394145	3394146	1.7924812503605778
chr5	3394383	3394384	1.8585552118703144
chr5	3394384	3394385	0.9182958340544896
chr5	3394388	3394389	1.8585552118703144
chr5	3394392	3394393	0.863120568566631
chr5	3394406	3394407	1.5884264612108518
chr5	3394416	3394417	0.9567657083663144
chr5	3394454	3394455	1.996623811079363
chr5	3394541	3394542	1.75
chr5	3394561	3394562	1.0
chr5	3394589	3394590	1.590131201194239
chr5	3395113	3395114	1.0
chr5	3395200	3395201	0.9709505944546686
chr5	3395208	3395209	0.9709505944546686
chr5	3395559	3395560	1.7924812503605778
chr5	3395644	3395645	1.0
chr5	3396117	3396118	1.4912957469611823
