chr	start_pos	end_pos	value
chr2	3052496	3052497	1.4591479170272446
chr2	3100229	3100230	1.4591479170272448
chr2	3102282	3102283	1.5
chr2	3102610	3102611	1.7924812503605778
chr2	3142041	3142042	1.4772170014624826
chr2	3153514	3153515	1.0
chr2	3166030	3166031	1.4056390622295662
chr2	3168977	3168978	1.612197222702993
chr2	3169641	3169642	1.0
chr2	3179325	3179326	1.862203908931296
chr2	3190277	3190278	1.9182958340544893
chr2	3199933	3199934	1.0
chr2	3200802	3200803	1.0
chr2	3200811	3200812	1.9219280948873623
chr2	3224405	3224406	1.0
chr2	3224530	3224531	1.4926140680171256
chr2	3224551	3224552	0.8658566174572235
chr2	3224581	3224582	1.8085947862963576
chr2	3225710	3225711	1.0
chr2	3225723	3225724	1.9219280948873623
chr2	3225896	3225897	1.7295739585136223
chr2	3226046	3226047	1.7295739585136223
chr2	3226083	3226084	1.995236640510314
chr2	3226472	3226473	1.4926140680171256
chr2	3226480	3226481	1.306170651709187
chr2	3226657	3226658	1.295461844238322
chr2	3226925	3226926	1.5
chr2	3226944	3226945	1.792481250360578
chr2	3227051	3227052	1.5
chr2	3227052	3227053	1.5709505944546687
chr2	3227116	3227117	1.7924812503605778
chr2	3227437	3227438	1.5
chr2	3227461	3227462	1.5
chr2	3227488	3227489	1.7924812503605778
chr2	3227579	3227580	2.144623214254579
chr2	3227799	3227800	1.5
chr2	3227911	3227912	1.6493974703476995
chr2	3227926	3227927	1.0540157730728
chr2	3248125	3248126	1.4591479170272448
chr2	3270235	3270236	2.5639934034388374
chr2	3285375	3285376	1.7924812503605778
chr2	3285380	3285381	1.54515219719895
chr2	3285381	3285382	0.8812908992306927
chr2	3285401	3285402	0.8812908992306927
chr2	3285405	3285406	1.7814033158465872
chr2	3285409	3285410	0.8828597725911205
chr2	3285418	3285419	1.7832610018060486
chr2	3285439	3285440	1.0622698109081752
chr2	3285902	3285903	1.5
chr2	3286339	3286340	1.0
chr2	3287094	3287095	1.9609640474436814
chr2	3288294	3288295	1.8288713632524445
chr2	3289699	3289700	1.3250112108241772
chr2	3289991	3289992	1.7295739585136223
chr2	3290019	3290020	2.0
chr2	3290169	3290170	1.2516291673878228
chr2	3292319	3292320	1.2987949406953985
chr2	3292611	3292612	1.0
chr2	3294048	3294049	1.4926140680171258
chr2	3294679	3294680	1.6854752972273346
chr2	3295717	3295718	1.945530556036326
chr2	3296172	3296173	1.9591479170272446
chr2	3296188	3296189	2.0
chr2	3296896	3296897	1.6854752972273346
chr2	3296903	3296904	1.9219280948873623
chr2	3297161	3297162	0.9182958340544896
chr2	3297261	3297262	1.4056390622295662
chr2	3297745	3297746	1.0
chr2	3298502	3298503	1.75
chr2	3298667	3298668	1.75
chr2	3298731	3298732	1.4056390622295662
chr2	3298777	3298778	2.0
chr2	3298809	3298810	1.9232196723355077
chr2	3298819	3298820	2.0
chr2	3298899	3298900	1.4182958340544896
chr2	3299198	3299199	1.4056390622295662
chr2	3299217	3299218	1.9219280948873623
chr2	3299776	3299777	1.4591479170272448
chr2	3300396	3300397	1.7295739585136223
chr2	3300403	3300404	2.0
chr2	3301013	3301014	1.4591479170272448
chr2	3301318	3301319	1.4056390622295662
chr2	3301459	3301460	1.7028195311147831
chr2	3301684	3301685	1.6893917467430877
chr2	3302240	3302241	1.6893917467430877
chr2	3302270	3302271	1.9219280948873623
chr2	3302584	3302585	1.0
chr2	3302599	3302600	1.792481250360578
chr2	3302960	3302961	2.0272925846688996
chr2	3302985	3302986	0.8030717273241024
chr2	3303006	3303007	1.5487949406953985
chr2	3303997	3303998	1.9182958340544893
chr2	3304389	3304390	1.2987949406953985
