chr	start_pos	end_pos	value
chr1	3076640	3076641	1.2987949406953985
chr1	3117475	3117476	1.4591479170272448
chr1	3136425	3136426	2.0
chr1	3142517	3142518	1.654648334118502
chr1	3153156	3153157	1.0
chr1	3171312	3171313	1.6493974703476995
chr1	3201115	3201116	1.75
chr1	3220941	3220942	1.4002582326102067
chr1	3220943	3220944	1.4002582326102067
chr1	3220953	3220954	1.759627536341357
chr1	3221205	3221206	1.0
chr1	3221231	3221232	2.0
chr1	3221575	3221576	1.4572659136233872
chr1	3221729	3221730	0.9852281360342516
chr1	3221734	3221735	0.9957274520849256
chr1	3222130	3222131	1.5726236638951638
chr1	3222436	3222437	0.9509560484549725
chr1	3222439	3222440	0.975119064940866
chr1	3222726	3222727	1.4011637805593116
chr1	3222799	3222800	2.0
chr1	3223294	3223295	1.6644977792004616
chr1	3223297	3223298	0.8112781244591328
chr1	3223312	3223313	1.9877733714879842
chr1	3223402	3223403	0.9709505944546686
chr1	3223770	3223771	1.5220103048628786
chr1	3224043	3224044	0.8112781244591328
chr1	3224045	3224046	0.9182958340544896
chr1	3224075	3224076	1.6644977792004616
chr1	3224527	3224528	2.0
chr1	3224575	3224576	1.0579543091287007
chr1	3224576	3224577	1.2611155359394426
chr1	3224751	3224752	1.974937501201927
chr1	3225604	3225605	1.0
chr1	3225637	3225638	0.8453509366224365
chr1	3225865	3225866	0.961236604722876
chr1	3226125	3226126	2.0
chr1	3226206	3226207	1.3001946428885267
chr1	3226208	3226209	1.403086675089672
chr1	3226209	3226210	1.4709423029646438
chr1	3226212	3226213	1.0634318575651136
chr1	3226214	3226215	1.7736612902083722
chr1	3226218	3226219	1.7736612902083722
chr1	3277438	3277439	1.0
chr1	3286305	3286306	1.0
chr1	3344837	3344838	2.0
chr1	3344858	3344859	1.4418123027173904
chr1	3344859	3344860	1.1451104143815827
chr1	3344860	3344861	1.5858388510441057
chr1	3344866	3344867	1.229966011854715
chr1	3344876	3344877	0.9182958340544896
chr1	3344877	3344878	0.934068055375491
chr1	3344880	3344881	1.0
chr1	3346076	3346077	2.0
chr1	3348643	3348644	2.0
chr1	3375383	3375384	1.792481250360578
chr1	3384323	3384324	1.0
chr1	3498097	3498098	1.7295739585136223
chr1	3538851	3538852	1.0
chr1	3570649	3570650	2.0
chr1	3570658	3570659	1.9247301509515142
chr1	3576633	3576634	1.0
chr1	3577402	3577403	1.4591479170272446
chr1	3599994	3599995	1.5
chr1	3604428	3604429	1.7609640474436812
chr1	3604889	3604890	1.5487949406953985
