chr	start_pos	end_pos	value
chr13	3053463	3053464	1.0
chr13	3112851	3112852	1.0
chr13	3207427	3207428	1.9609640474436814
chr13	3281850	3281851	1.6960736118322672
chr13	3282243	3282244	1.4056390622295662
chr13	3284922	3284923	1.0
chr13	3284923	3284924	1.3516441151533922
chr13	3284929	3284930	1.1401156785146092
chr13	3302098	3302099	1.3609640474436813
chr13	3320764	3320765	1.5
chr13	3340244	3340245	1.7924812503605778
chr13	3348877	3348878	1.5
chr13	3348882	3348883	1.6697367178034825
chr13	3348887	3348888	1.6049355947431312
chr13	3349193	3349194	1.242036749879848
chr13	3349234	3349235	0.863120568566631
chr13	3349237	3349238	0.863120568566631
chr13	3349377	3349378	1.440825311790724
chr13	3349382	3349383	1.8423709931771088
chr13	3349386	3349387	1.2635442407015733
chr13	3349468	3349469	0.9910760598382222
chr13	3349469	3349470	0.9709505944546686
chr13	3349471	3349472	0.9709505944546686
chr13	3349560	3349561	1.9609640474436814
chr13	3349567	3349568	2.0
chr13	3349628	3349629	0.8217566407947929
chr13	3349646	3349647	0.8759288351060583
chr13	3349647	3349648	1.6875698279550466
chr13	3349735	3349736	1.0
chr13	3378982	3378983	1.5
chr13	3404049	3404050	1.7295739585136223
chr13	3404054	3404055	1.5820239409642767
chr13	3404065	3404066	0.9852281360342516
chr13	3404845	3404846	2.125814583693911
chr13	3404904	3404905	0.946372935985442
chr13	3404924	3404925	0.8453509366224365
chr13	3406426	3406427	2.0294069451656007
chr13	3406433	3406434	1.9219280948873623
chr13	3411335	3411336	0.8112781244591328
chr13	3413100	3413101	1.8676338909712125
chr13	3415861	3415862	1.0
chr13	3482090	3482091	1.0
chr13	3527507	3527508	1.75
chr13	3528304	3528305	1.0
chr13	3529439	3529440	1.4056390622295662
chr13	3535119	3535120	1.844695873371544
chr13	3535126	3535127	0.9182958340544896
chr13	3535153	3535154	1.9345491399952024
chr13	3535294	3535295	1.4591479170272448
chr13	3535499	3535500	1.0
chr13	3536185	3536186	1.7244078178625923
chr13	3536188	3536189	1.0529815751302694
chr13	3536193	3536194	0.9456603046006402
chr13	3536194	3536195	0.9456603046006402
chr13	3536239	3536240	1.6960736118322672
chr13	3536301	3536302	0.9182958340544896
chr13	3536593	3536594	1.3250112108241772
chr13	3536597	3536598	1.2958363892911637
chr13	3536604	3536605	0.89299535735196
chr13	3536609	3536610	0.9217544759335055
chr13	3536627	3536628	0.9321115676166747
chr13	3537262	3537263	1.0
chr13	3537279	3537280	1.7754835161284543
chr13	3538073	3538074	2.077819531114783
chr13	3538151	3538152	1.3516441151533922
chr13	3538162	3538163	1.4891353321499976
chr13	3538167	3538168	0.9182958340544896
chr13	3538169	3538170	0.9182958340544896
chr13	3539021	3539022	1.6854752972273346
chr13	3541424	3541425	1.4591479170272446
chr13	3542731	3542732	0.8112781244591328
chr13	3543166	3543167	1.9591479170272446
chr13	3544077	3544078	1.0
chr13	3546066	3546067	1.0
chr13	3551803	3551804	1.4854752972273344
chr13	3551884	3551885	1.5
chr13	3551899	3551900	1.9219280948873623
chr13	3582021	3582022	1.5
chr13	3588128	3588129	1.0
chr13	3588299	3588300	1.728282381065477
chr13	3588301	3588302	0.8760757136247174
chr13	3588327	3588328	1.2533138044603827
chr13	3588334	3588335	1.6677822089094638
chr13	3588914	3588915	1.7924812503605778
chr13	3589814	3589815	1.75
chr13	3590935	3590936	1.0
chr13	3591319	3591320	1.4591479170272446
chr13	3591779	3591780	1.0
chr13	3591828	3591829	1.8288713632524445
chr13	3592221	3592222	1.4854752972273344
chr13	3594068	3594069	1.0
chr13	3594086	3594087	2.0
chr13	3594242	3594243	1.0
chr13	3596520	3596521	1.0
chr13	3596676	3596677	1.647730922119161
chr13	3596928	3596929	1.4591479170272448
chr13	3596939	3596940	2.0
chr13	3597027	3597028	1.6758220575766962
chr13	3597061	3597062	1.6854752972273344
chr13	3597265	3597266	2.077819531114783
chr13	3597686	3597687	1.7295739585136223
chr13	3597704	3597705	1.9219280948873623
chr13	3597814	3597815	1.9751060324573737
chr13	3598060	3598061	1.647730922119161
chr13	3598877	3598878	1.0174051189440558
chr13	3598889	3598890	0.8596410002287576
chr13	3598896	3598897	1.0585374404261436
chr13	3598914	3598915	1.2934356963218767
chr13	3598921	3598922	1.2531841072934458
chr13	3598930	3598931	1.3111627038919704
chr13	3598933	3598934	1.3374075236146403
chr13	3598937	3598938	0.9599708877668066
chr13	3598965	3598966	1.0810560429075162
chr13	3599183	3599184	1.3250112108241772
chr13	3599242	3599243	1.4854752972273344
chr13	3599266	3599267	1.9591904234199458
chr13	3599285	3599286	1.9927781074599387
chr13	3600295	3600296	1.75
chr13	3601011	3601012	1.4353713907745331
chr13	3601012	3601013	1.6838197012424787
chr13	3601017	3601018	1.5521132880574946
chr13	3601030	3601031	1.6401910043580226
chr13	3601037	3601038	0.8869618859353958
chr13	3603058	3603059	1.75
chr13	3603641	3603642	1.0
chr13	3604076	3604077	1.75
chr13	3604415	3604416	1.8690746665964333
chr13	3604422	3604423	1.2638261464025162
chr13	3604438	3604439	1.120531873019445
chr13	3604440	3604441	1.0803249136700073
chr13	3604451	3604452	1.0927922828366197
chr13	3604456	3604457	1.5504033628425813
chr13	3604466	3604467	1.2744423305487422
chr13	3604468	3604469	1.4081180064811614
chr13	3604490	3604491	0.8092038732913082
chr13	3604493	3604494	1.0232481074752402
chr13	3604495	3604496	0.865693994199322
chr13	3604546	3604547	1.2987949406953985
chr13	3604762	3604763	1.5
chr13	3604873	3604874	1.287054028118727
chr13	3605064	3605065	1.2987949406953985
chr13	3606318	3606319	1.7980773300031907
chr13	3606331	3606332	1.0133601025294496
chr13	3606338	3606339	0.8112781244591328
chr13	3606346	3606347	1.7780309792332434
chr13	3606363	3606364	2.184141298174585
chr13	3606370	3606371	1.4518838938276004
chr13	3606372	3606373	1.2468624204358483
chr13	3606376	3606377	0.8837646718683623
chr13	3606379	3606380	1.2214453215564196
chr13	3606469	3606470	1.5
chr13	3606478	3606479	1.280672129520887
chr13	3606480	3606481	1.514633120635477
chr13	3606502	3606503	1.2398827550664933
chr13	3606767	3606768	2.1179631753145163
chr13	3606774	3606775	1.792481250360578
chr13	3606957	3606958	1.7806390622295662
chr13	3606960	3606961	1.2332247882202199
chr13	3606966	3606967	1.3702597121163909
chr13	3606969	3606970	1.5220103048628786
chr13	3606973	3606974	1.3156859755820174
chr13	3606978	3606979	0.9059282160429992
chr13	3606999	3607000	1.6279079100960692
chr13	3607007	3607008	1.177271146402297
chr13	3607015	3607016	1.2623922456536845
chr13	3607024	3607025	1.5734925657208574
chr13	3607031	3607032	0.8330679755486388
chr13	3607032	3607033	0.9394294826558078
chr13	3607033	3607034	1.1782973188219978
chr13	3607095	3607096	1.7924812503605778
chr13	3607896	3607897	1.0
chr13	3607912	3607913	2.0
chr13	3607939	3607940	0.8112781244591328
chr13	3609498	3609499	1.3250112108241772
chr13	3610007	3610008	1.576434286018226
chr13	3610020	3610021	1.7273536033721066
chr13	3610038	3610039	0.8112781244591328
chr13	3610047	3610048	1.1488348542809168
chr13	3610054	3610055	1.7363918270255538
chr13	3610059	3610060	1.3110817373733128
chr13	3610067	3610068	0.8784346185450084
chr13	3610076	3610077	1.5324118977744179
chr13	3610083	3610084	0.9241788245148266
chr13	3610084	3610085	0.8743095546405661
chr13	3610086	3610087	0.8064875124859714
chr13	3610160	3610161	1.4926140680171256
chr13	3610497	3610498	1.5
chr13	3610505	3610506	1.295461844238322
chr13	3610520	3610521	0.863120568566631
chr13	3610542	3610543	1.0
chr13	3610704	3610705	1.7427376486136672
chr13	3610727	3610728	2.0
chr13	3611440	3611441	1.5
chr13	3611907	3611908	1.729461297192655
chr13	3611926	3611927	1.0
chr13	3611971	3611972	1.5
chr13	3611989	3611990	1.8380267541624737
chr13	3612014	3612015	1.076297625725199
chr13	3612577	3612578	1.4056390622295662
chr13	3612588	3612589	2.0
chr13	3612691	3612692	1.0
chr13	3612703	3612704	2.725480556997868
chr13	3612706	3612707	1.0
chr13	3612707	3612708	1.0
