chr13	3348921	53
chr13	3348922	53
chr13	3348923	53
chr13	3348924	53
chr13	3348925	53
chr13	3348926	53
chr13	3348935	164
chr13	3348936	164
chr13	3348937	178
chr13	3348938	198
chr13	3348939	198
chr13	3348940	198
chr13	3348941	198
chr13	3348942	198
chr13	3348943	198
chr13	3348944	192
chr13	3348945	189
chr13	3348946	189
chr13	3348947	192
chr13	3348948	192
chr13	3348949	199
chr13	3348950	199
chr13	3348951	199
chr13	3348952	196
chr13	3348953	199
chr13	3348954	199
chr13	3348955	199
chr13	3348956	199
chr13	3348957	199
chr13	3348958	199
chr13	3348959	199
chr13	3348960	199
chr13	3348961	199
chr13	3348962	199
chr13	3348963	168
chr13	3348964	169
chr13	3348965	164
chr13	3348966	148
chr13	3348967	139
chr13	3348968	126
chr13	3348969	115
chr13	3348970	115
chr13	3348971	111
chr13	3348972	111
chr13	3348973	98
chr13	3348974	95
chr13	3348975	93
chr13	3348976	87
chr13	3348977	87
chr13	3348978	83
chr13	3348979	77
chr13	3348980	74
chr13	3348981	66
chr13	3349580	77
chr13	3349581	77
chr13	3349582	90
chr13	3349583	90
chr13	3349584	90
chr13	3349585	90
chr13	3349586	90
chr13	3349587	90
chr13	3349588	90
chr13	3349589	90
chr13	3349590	89
chr13	3349591	89
chr13	3349592	89
chr13	3349593	89
chr13	3349594	89
chr13	3349595	89
chr13	3349596	244
chr13	3349597	253
chr13	3349598	253
chr13	3349599	253
chr13	3349600	253
chr13	3349601	258
chr13	3349602	258
chr13	3349603	258
chr13	3349604	258
chr13	3349605	258
chr13	3349606	258
chr13	3349607	248
chr13	3349608	258
chr13	3349609	258
chr13	3349610	263
chr13	3349611	270
chr13	3349612	270
chr13	3349613	270
chr13	3349614	292
chr13	3349615	319
chr13	3349616	321
chr13	3349617	356
chr13	3349618	359
chr13	3349619	407
chr13	3349620	426
chr13	3349621	416
chr13	3349622	434
chr13	3349623	572
chr13	3349624	572
chr13	3349625	718
chr13	3349626	726
chr13	3349627	721
chr13	3349628	726
chr13	3349629	697
chr13	3349630	734
chr13	3349631	734
chr13	3349632	734
chr13	3349633	734
chr13	3349634	734
chr13	3349635	734
chr13	3349636	734
chr13	3349637	711
chr13	3349638	680
chr13	3349639	680
chr13	3349640	680
chr13	3349641	683
chr13	3349642	680
chr13	3349643	681
chr13	3349644	668
chr13	3349645	667
chr13	3349646	604
chr13	3349647	532
chr13	3349648	562
chr13	3349649	553
chr13	3349650	553
chr13	3349651	552
chr13	3349652	553
chr13	3349653	537
chr13	3349654	537
chr13	3349655	528
chr13	3349656	420
chr13	3588319	50
chr13	3588320	50
chr13	3588321	50
chr13	3588322	50
chr13	3588323	50
chr13	3588324	50
chr13	3588325	50
chr13	3588326	50
chr13	3588327	50
chr13	3588328	50
chr13	3588329	56
chr13	3588330	56
chr13	3588331	56
chr13	3588332	56
chr13	3588333	56
chr13	3588334	50
chr13	3588337	50
chr13	3588338	50
chr13	3588339	50
chr13	3588340	55
chr13	3588341	55
chr13	3588342	55
chr13	3588343	55
chr13	3598933	65
chr13	3598934	65
chr13	3598935	71
chr13	3598936	71
chr13	3598937	71
chr13	3598938	66
chr13	3598939	71
chr13	3598940	71
chr13	3598941	71
chr13	3598942	71
chr13	3598943	71
chr13	3598944	71
chr13	3598945	71
chr13	3598946	66
chr13	3598947	70
chr13	3598948	63
chr13	3598949	63
chr13	3598950	63
chr13	3598951	57
chr13	3598952	52
chr13	3601027	58
chr13	3601028	58
chr13	3601029	65
chr13	3601030	145
chr13	3601031	145
chr13	3601032	145
chr13	3601033	145
chr13	3601034	145
chr13	3601035	145
chr13	3601036	145
chr13	3601037	145
chr13	3601038	136
chr13	3601039	145
chr13	3601040	145
chr13	3601041	145
chr13	3601042	145
chr13	3601043	145
chr13	3601044	145
chr13	3601045	145
chr13	3601046	145
chr13	3601047	145
chr13	3601048	145
chr13	3601049	139
chr13	3601050	126
chr13	3601051	126
chr13	3601052	126
chr13	3601053	126
chr13	3601054	126
chr13	3601055	119
chr13	3601056	119
chr13	3601057	115
chr13	3601058	115
chr13	3601059	100
chr13	3601060	100
chr13	3601061	92
chr13	3601062	65
chr13	3604422	53
chr13	3604423	53
chr13	3604424	53
chr13	3604425	53
chr13	3604426	53
chr13	3604427	53
chr13	3604428	53
chr13	3604429	53
chr13	3604430	53
chr13	3604431	53
chr13	3604432	53
chr13	3604433	53
chr13	3604434	53
chr13	3604435	53
chr13	3604436	53
chr13	3604437	53
chr13	3604438	70
chr13	3604439	74
chr13	3604440	99
chr13	3604441	99
chr13	3604442	100
chr13	3604443	100
chr13	3604444	100
chr13	3604445	100
chr13	3604446	100
chr13	3604447	112
chr13	3604448	112
chr13	3604449	117
chr13	3604450	134
chr13	3604451	137
chr13	3604452	126
chr13	3604453	137
chr13	3604454	155
chr13	3604455	165
chr13	3604456	338
chr13	3604457	338
chr13	3604458	363
chr13	3604459	363
chr13	3604460	363
chr13	3604461	363
chr13	3604462	363
chr13	3604463	350
chr13	3604464	344
chr13	3604465	346
chr13	3604466	358
chr13	3604467	347
chr13	3604468	339
chr13	3604469	372
chr13	3604470	362
chr13	3604471	367
chr13	3604472	363
chr13	3604473	377
chr13	3604474	377
chr13	3604475	377
chr13	3604476	365
chr13	3604477	377
chr13	3604478	377
chr13	3604479	377
chr13	3604480	377
chr13	3604481	377
chr13	3604482	377
chr13	3604483	376
chr13	3604484	374
chr13	3604485	351
chr13	3604486	351
chr13	3604487	344
chr13	3604488	266
chr13	3604489	167
chr13	3604490	123
chr13	3604491	113
chr13	3604492	75
chr13	3604493	75
chr13	3604494	69
chr13	3604495	75
chr13	3604496	75
chr13	3604497	75
chr13	3604498	75
chr13	3604499	75
chr13	3604500	75
chr13	3604501	75
chr13	3604502	75
chr13	3604503	75
chr13	3604504	75
chr13	3604505	75
chr13	3604506	75
chr13	3606346	86
chr13	3606347	95
chr13	3606348	95
chr13	3606349	95
chr13	3606350	95
chr13	3606351	95
chr13	3606352	95
chr13	3606353	95
chr13	3606354	88
chr13	3606355	88
chr13	3606356	88
chr13	3606357	88
chr13	3606358	88
chr13	3606359	88
chr13	3606360	84
chr13	3606361	69
chr13	3606362	83
chr13	3606363	88
chr13	3606365	88
chr13	3606366	88
chr13	3606367	93
chr13	3606368	93
chr13	3606369	104
chr13	3606370	177
chr13	3606371	182
chr13	3606372	182
chr13	3606373	165
chr13	3606374	183
chr13	3606375	183
chr13	3606376	183
chr13	3606377	183
chr13	3606378	174
chr13	3606379	199
chr13	3606380	195
chr13	3606381	192
chr13	3606382	192
chr13	3606383	192
chr13	3606384	192
chr13	3606385	192
chr13	3606386	192
chr13	3606387	192
chr13	3606388	188
chr13	3606389	188
chr13	3606390	178
chr13	3606391	183
chr13	3606392	200
chr13	3606393	200
chr13	3606394	200
chr13	3606395	200
chr13	3606396	200
chr13	3606397	200
chr13	3606398	200
chr13	3606399	200
chr13	3606400	208
chr13	3606401	208
chr13	3606402	208
chr13	3606403	207
chr13	3606404	191
chr13	3606405	191
chr13	3606406	183
chr13	3606407	183
chr13	3606408	175
chr13	3606409	170
chr13	3606410	170
chr13	3606411	164
chr13	3606412	159
chr13	3606413	144
chr13	3606414	92
chr13	3606415	71
chr13	3606416	71
chr13	3606417	71
chr13	3606418	71
chr13	3606419	71
chr13	3606420	71
chr13	3606421	71
chr13	3606422	71
chr13	3606423	59
chr13	3606424	59
chr13	3606425	59
chr13	3607007	60
chr13	3607008	57
chr13	3607009	57
chr13	3607010	57
